".colorLevels",".ci",".y",".sids",".axisIndex","js0.Test Condition","js0.Supergroup",".ri",".colorHash",".xLevels",".nXLevels",".nValuesPerXLevel",".xSeqPerLevels",".xs",".ys",".y0s"
1,3,181.38253716700626,15967,0,"Control","Sgroup2",113,-571668846,3,6,1,0,38228,36659,3640
1,3,191.54026111236888,31578,0,"Control","Sgroup2",113,-571668846,4,6,1,0,49151,38508,3640
1,3,240.98558599350994,28191,0,"Control","Sgroup2",113,-571668846,5,6,1,0,60073,47509,3640
0,0,34.82756018413705,28208,0,"Control","Sgroup1",114,2081445078,0,6,1,0,5461,29592,18724
0,0,58.750282997509615,60533,0,"Control","Sgroup1",114,2081445078,1,6,1,0,16384,37058,18724
0,0,109.16911931175007,12080,0,"Control","Sgroup1",114,2081445078,2,6,1,0,27306,52792,18724
0,0,121.77194174024602,15984,0,"Control","Sgroup1",114,2081445078,3,6,1,0,38228,56724,18724
0,0,136.37461323673685,58421,0,"Control","Sgroup1",114,2081445078,4,6,1,0,49151,61281,18724
0,0,143.6118028828013,31605,0,"Control","Sgroup1",114,2081445078,5,6,1,0,60073,63540,18724
2,1,-59.45966342162856,15985,0,"T01","Sgroup1",114,11286501,0,3,1,0,10922,168,18724
2,1,7.34284204965663,12081,0,"T01","Sgroup1",114,11286501,1,3,1,0,32767,21015,18724
2,1,10.663346162553768,28209,0,"T01","Sgroup1",114,11286501,2,3,1,0,54612,22051,18724
0,0,124.59437023620859,28210,0,"Control","Sgroup1",115,2081445078,0,6,1,0,5461,34774,65535
0,0,126.820617311901,60535,0,"Control","Sgroup1",115,2081445078,1,6,1,0,16384,35746,65535
0,0,142.8345030563731,12082,0,"Control","Sgroup1",115,2081445078,2,6,1,0,27306,42743,65535
0,0,153.08278620481474,15986,0,"Control","Sgroup1",115,2081445078,3,6,1,0,38228,47220,65535
0,0,172.17568485397328,31607,0,"Control","Sgroup1",115,2081445078,4,6,1,0,49151,55562,65535
0,0,194.7852992227002,58423,0,"Control","Sgroup1",115,2081445078,5,6,1,0,60073,65440,65535
2,1,70.64372500188665,28211,0,"T01","Sgroup1",115,11286501,0,3,1,0,10922,11203,65535
2,1,71.72288883857823,15987,0,"T01","Sgroup1",115,11286501,1,3,1,0,32767,11675,65535
2,1,80.4995849369859,12083,0,"T01","Sgroup1",115,11286501,2,3,1,0,54612,15509,65535
4,2,4.180816542147762,15988,0,"T02","Sgroup1",114,11286501,0,3,1,0,10922,20028,18724
4,2,16.572334163459363,12084,0,"T02","Sgroup1",114,11286501,1,3,1,0,32767,23895,18724
4,2,38.706512716021436,28212,0,"T02","Sgroup1",114,11286501,2,3,1,0,54612,30803,18724
1,3,19.77209267225115,28213,0,"Control","Sgroup2",114,-571668846,0,6,1,0,5461,24894,18724
1,3,19.779639272507733,60528,0,"Control","Sgroup2",114,-571668846,1,6,1,0,16384,24896,18724
1,3,31.20519206097653,58416,0,"Control","Sgroup2",114,-571668846,2,6,1,0,27306,28462,18724
1,3,36.344426835710514,12085,0,"Control","Sgroup2",114,-571668846,3,6,1,0,38228,30065,18724
1,3,54.75058486151988,31600,0,"Control","Sgroup2",114,-571668846,4,6,1,0,49151,35809,18724
1,3,72.46245566372349,15989,0,"Control","Sgroup2",114,-571668846,5,6,1,0,60073,41337,18724
4,2,55.61844389102709,28214,0,"T02","Sgroup1",115,11286501,0,3,1,0,10922,4639,65535
4,2,85.66145951248963,12086,0,"T02","Sgroup1",115,11286501,1,3,1,0,32767,17764,65535
4,2,101.05652403592183,15990,0,"T02","Sgroup1",115,11286501,2,3,1,0,54612,24490,65535
1,3,67.64772470002264,12087,0,"Control","Sgroup2",115,-571668846,0,6,1,0,5461,9894,65535
1,3,81.16368575956531,58418,0,"Control","Sgroup2",115,-571668846,1,6,1,0,16384,15799,65535
1,3,81.314617764697,60530,0,"Control","Sgroup2",115,-571668846,2,6,1,0,27306,15865,65535
1,3,117.50811259527583,31602,0,"Control","Sgroup2",115,-571668846,3,6,1,0,38228,31678,65535
1,3,134.74454758131463,15991,0,"Control","Sgroup2",115,-571668846,4,6,1,0,49151,39208,65535
1,3,147.50584861519883,28215,0,"Control","Sgroup2",115,-571668846,5,6,1,0,60073,44784,65535
3,4,21.43234472869972,31577,0,"T01","Sgroup2",112,-1197865617,0,3,1,0,10922,4407,65535
3,4,55.648630292053426,58393,0,"T01","Sgroup2",112,-1197865617,1,3,1,0,32767,17597,65535
3,4,62.3424647196438,60505,0,"T01","Sgroup2",112,-1197865617,2,3,1,0,54612,20177,65535
5,5,46.22292657157951,31580,0,"T02","Sgroup2",112,-1197865617,0,3,1,0,10922,13963,65535
5,5,87.5556561768923,60508,0,"T02","Sgroup2",112,-1197865617,1,3,1,0,32767,29897,65535
5,5,94.48343521243679,58396,0,"T02","Sgroup2",112,-1197865617,2,3,1,0,54612,32567,65535
3,4,-8.301260282242849,31579,0,"T01","Sgroup2",113,-1197865617,0,3,1,0,10922,2129,3640
3,4,47.99637763187684,60507,0,"T01","Sgroup2",113,-1197865617,1,3,1,0,32767,12377,3640
3,4,78.83178628028074,58395,0,"T01","Sgroup2",113,-1197865617,2,3,1,0,54612,17991,3640
5,5,94.29477020602218,60510,0,"T02","Sgroup2",113,-1197865617,0,3,1,0,10922,20806,3640
5,5,113.78009206852313,58398,0,"T02","Sgroup2",113,-1197865617,1,3,1,0,32767,24353,3640
5,5,148.17749603803486,31582,0,"T02","Sgroup2",113,-1197865617,2,3,1,0,54612,30614,3640
3,4,-41.20443740095087,31601,0,"T01","Sgroup2",114,-1197865617,0,3,1,0,10922,5865,18724
3,4,-7.546600256584409,58417,0,"T01","Sgroup2",114,-1197865617,1,3,1,0,32767,16368,18724
3,4,-0.12074560410535054,60529,0,"T01","Sgroup2",114,-1197865617,2,3,1,0,54612,18686,18724
5,5,7.056071239906422,60532,0,"T02","Sgroup2",114,-1197865617,0,3,1,0,10922,20925,18724
5,5,15.817674137800921,31604,0,"T02","Sgroup2",114,-1197865617,1,3,1,0,32767,23660,18724
5,5,20.338087691494984,58420,0,"T02","Sgroup2",114,-1197865617,2,3,1,0,54612,25070,18724
3,4,47.50584861519885,31603,0,"T01","Sgroup2",115,-1197865617,0,3,1,0,10922,1094,65535
3,4,61.014263074484944,60531,0,"T01","Sgroup2",115,-1197865617,1,3,1,0,32767,6996,65535
3,4,82.89940381857973,58419,0,"T01","Sgroup2",115,-1197865617,2,3,1,0,54612,16557,65535
5,5,65.55731642894875,31606,0,"T02","Sgroup2",115,-1197865617,0,3,1,0,10922,8981,65535
5,5,75.43581616481775,58422,0,"T02","Sgroup2",115,-1197865617,1,3,1,0,32767,13297,65535
5,5,87.72922798279376,60534,0,"T02","Sgroup2",115,-1197865617,2,3,1,0,54612,18668,65535
0,0,129.1827031922119,60541,0,"Control","Sgroup1",116,2081445078,0,6,1,0,5461,36209,4854
0,0,167.2326616859105,28216,0,"Control","Sgroup1",116,2081445078,1,6,1,0,16384,45444,4854
0,0,175.59429477020603,12088,0,"Control","Sgroup1",116,2081445078,2,6,1,0,27306,47474,4854
0,0,193.16278016753452,15992,0,"Control","Sgroup1",116,2081445078,3,6,1,0,38228,51738,4854
0,0,242.65338465021506,58429,0,"Control","Sgroup1",116,2081445078,4,6,1,0,49151,63750,4854
0,0,248.4189872462456,31613,0,"Control","Sgroup1",116,2081445078,5,6,1,0,60073,65150,4854
2,1,-0.7772998264281941,15993,0,"T01","Sgroup1",116,11286501,0,3,1,0,10922,4665,4854
2,1,118.52690362991471,12089,0,"T01","Sgroup1",116,11286501,1,3,1,0,32767,33623,4854
2,1,124.07365481850425,28217,0,"T01","Sgroup1",116,11286501,2,3,1,0,54612,34969,4854
0,0,11.885895404120443,31615,0,"Control","Sgroup1",117,2081445078,0,6,1,0,5461,8199,0
0,0,13.91593087314165,28218,0,"Control","Sgroup1",117,2081445078,1,6,1,0,16384,9599,0
0,0,30.707116444041958,60543,0,"Control","Sgroup1",117,2081445078,2,6,1,0,27306,21182,0
0,0,53.33182401328202,15994,0,"Control","Sgroup1",117,2081445078,3,6,1,0,38228,36789,0
0,0,67.73828390310165,12090,0,"Control","Sgroup1",117,2081445078,4,6,1,0,49151,46728,0
0,0,94.3400498075617,58431,0,"Control","Sgroup1",117,2081445078,5,6,1,0,60073,65078,0
2,1,22.48886876462154,15995,0,"T01","Sgroup1",117,11286501,0,3,1,0,10922,15513,0
2,1,23.356727794128744,12091,0,"T01","Sgroup1",117,11286501,1,3,1,0,32767,16112,0
2,1,32.97109652101728,28219,0,"T01","Sgroup1",117,11286501,2,3,1,0,54612,22744,0
4,2,98.9812089653611,12092,0,"T02","Sgroup1",116,11286501,0,3,1,0,10922,28878,4854
4,2,129.62795260735038,15996,0,"T02","Sgroup1",116,11286501,1,3,1,0,32767,36317,4854
4,2,144.17025130178857,28220,0,"T02","Sgroup1",116,11286501,2,3,1,0,54612,39847,4854
1,3,46.796468191079924,60536,0,"Control","Sgroup2",116,-571668846,0,6,1,0,5461,16212,4854
1,3,62.36510452041355,58424,0,"Control","Sgroup2",116,-571668846,1,6,1,0,16384,19991,4854
1,3,81.0278469549468,12093,0,"Control","Sgroup2",116,-571668846,2,6,1,0,27306,24521,4854
1,3,163.24051015017736,31608,0,"Control","Sgroup2",116,-571668846,3,6,1,0,38228,44475,4854
1,3,168.78726133876688,15997,0,"Control","Sgroup2",116,-571668846,4,6,1,0,49151,45822,4854
1,3,176.0395441853445,28221,0,"Control","Sgroup2",116,-571668846,5,6,1,0,60073,47582,4854
4,2,13.71217266621387,15998,0,"T02","Sgroup1",117,11286501,0,3,1,0,10922,9459,0
4,2,35.34072900158478,12094,0,"T02","Sgroup1",117,11286501,1,3,1,0,32767,24379,0
4,2,44.29854350615048,28222,0,"T02","Sgroup1",117,11286501,2,3,1,0,54612,30558,0
1,3,30.24677382839031,58426,0,"Control","Sgroup2",117,-571668846,0,6,1,0,5461,20865,0
1,3,44.26081050486756,12095,0,"Control","Sgroup2",117,-571668846,1,6,1,0,16384,30532,0
1,3,49.875481095766354,28223,0,"Control","Sgroup2",117,-571668846,2,6,1,0,27306,34405,0
1,3,54.71285186023697,15999,0,"Control","Sgroup2",117,-571668846,3,6,1,0,38228,37742,0
1,3,55.0826352728096,31610,0,"Control","Sgroup2",117,-571668846,4,6,1,0,49151,37997,0
1,3,64.97622820919176,60538,0,"Control","Sgroup2",117,-571668846,5,6,1,0,60073,44822,0
0,0,189.51022564334767,28304,0,"Control","Sgroup1",118,2081445078,0,6,1,0,5461,14748,65535
0,0,223.68877820541843,12176,0,"Control","Sgroup1",118,2081445078,1,6,1,0,16384,24929,65535
0,0,245.4380801448947,16080,0,"Control","Sgroup1",118,2081445078,2,6,1,0,27306,31408,65535
0,0,247.92091162931098,60629,0,"Control","Sgroup1",118,2081445078,3,6,1,0,38228,32147,65535
0,0,328.48841596860615,31701,0,"Control","Sgroup1",118,2081445078,4,6,1,0,49151,56147,65535
0,0,352.39604558146556,58517,0,"Control","Sgroup1",118,2081445078,5,6,1,0,60073,63268,65535
2,1,160.86333106935328,12177,0,"T01","Sgroup1",118,11286501,0,3,1,0,10922,6214,65535
2,1,161.50479209116293,28305,0,"T01","Sgroup1",118,11286501,1,3,1,0,32767,6405,65535
2,1,219.3117500565995,16081,0,"T01","Sgroup1",118,11286501,2,3,1,0,54612,23625,65535
0,0,35.959550222624706,31703,0,"Control","Sgroup1",119,2081445078,0,6,1,0,5461,2055,65535
0,0,64.863029205343,28306,0,"Control","Sgroup1",119,2081445078,1,6,1,0,16384,12024,65535
0,0,118.104294015546,12178,0,"Control","Sgroup1",119,2081445078,2,6,1,0,27306,30388,65535
0,0,123.46238019772093,16082,0,"Control","Sgroup1",119,2081445078,3,6,1,0,38228,32236,65535
0,0,147.17379820390914,58519,0,"Control","Sgroup1",119,2081445078,4,6,1,0,49151,40415,65535
0,0,178.4016300656554,60631,0,"Control","Sgroup1",119,2081445078,5,6,1,0,60073,51186,65535
2,1,69.88906497622821,28307,0,"T01","Sgroup1",119,11286501,0,3,1,0,10922,13758,65535
2,1,115.13093351445174,12179,0,"T01","Sgroup1",119,11286501,1,3,1,0,32767,29363,65535
2,1,174.2962795260735,16083,0,"T01","Sgroup1",119,11286501,2,3,1,0,54612,49770,65535
4,2,147.55867481699494,16084,0,"T02","Sgroup1",118,11286501,0,3,1,0,10922,2251,65535
4,2,165.24035921817222,12180,0,"T02","Sgroup1",118,11286501,1,3,1,0,32767,7518,65535
4,2,181.58629537393404,28308,0,"T02","Sgroup1",118,11286501,2,3,1,0,54612,12387,65535
1,3,172.86242547732246,12181,0,"Control","Sgroup2",118,-571668846,0,6,1,0,5461,9789,65535
1,3,245.7323975549015,16085,0,"Control","Sgroup2",118,-571668846,1,6,1,0,16384,31495,65535
1,3,247.49830201494225,60624,0,"Control","Sgroup2",118,-571668846,2,6,1,0,27306,32021,65535
1,3,252.07154177043242,58512,0,"Control","Sgroup2",118,-571668846,3,6,1,0,38228,33384,65535
1,3,259.3162780167535,31696,0,"Control","Sgroup2",118,-571668846,4,6,1,0,49151,35542,65535
1,3,297.6152743189193,28309,0,"Control","Sgroup2",118,-571668846,5,6,1,0,60073,46950,65535
4,2,68.4476643272206,28310,0,"T02","Sgroup1",119,11286501,0,3,1,0,10922,13261,65535
4,2,100.83767262848087,12182,0,"T02","Sgroup1",119,11286501,1,3,1,0,32767,24433,65535
4,2,120.34563429175155,16086,0,"T02","Sgroup1",119,11286501,2,3,1,0,54612,31161,65535
1,3,101.91683646517245,31698,0,"Control","Sgroup2",119,-571668846,0,6,1,0,5461,24805,65535
1,3,123.12278318617462,12183,0,"Control","Sgroup2",119,-571668846,1,6,1,0,16384,32119,65535
1,3,136.56327824315147,16087,0,"Control","Sgroup2",119,-571668846,2,6,1,0,27306,36755,65535
1,3,140.48751037657533,28311,0,"Control","Sgroup2",119,-571668846,3,6,1,0,38228,38108,65535
1,3,157.70130556184438,58514,0,"Control","Sgroup2",119,-571668846,4,6,1,0,49151,44046,65535
1,3,214.11214247981283,60626,0,"Control","Sgroup2",119,-571668846,5,6,1,0,60073,63503,65535
3,4,-14.376273488793299,31609,0,"T01","Sgroup2",116,-1197865617,0,3,1,0,10922,1364,4854
3,4,41.46102180967474,58425,0,"T01","Sgroup2",116,-1197865617,1,3,1,0,32767,14917,4854
3,4,63.35370915402612,60537,0,"T01","Sgroup2",116,-1197865617,2,3,1,0,54612,20231,4854
5,5,76.89985661459514,60540,0,"T02","Sgroup2",116,-1197865617,0,3,1,0,10922,23519,4854
5,5,93.8042411893442,58428,0,"T02","Sgroup2",116,-1197865617,1,3,1,0,32767,27622,4854
5,5,141.77797902045128,31612,0,"T02","Sgroup2",116,-1197865617,2,3,1,0,54612,39266,4854
3,4,4.060070938042412,31611,0,"T01","Sgroup2",117,-1197865617,0,3,1,0,10922,2800,0
3,4,34.06535355822202,60539,0,"T01","Sgroup2",117,-1197865617,1,3,1,0,32767,23499,0
3,4,42.185495434306844,58427,0,"T01","Sgroup2",117,-1197865617,2,3,1,0,54612,29100,0
5,5,3.3959701154629838,31614,0,"T02","Sgroup2",117,-1197865617,0,3,1,0,10922,2342,0
5,5,22.71526677231907,58430,0,"T02","Sgroup2",117,-1197865617,1,3,1,0,32767,15669,0
5,5,35.58222020979549,60542,0,"T02","Sgroup2",117,-1197865617,2,3,1,0,54612,24545,0
3,4,173.16428948758585,58513,0,"T01","Sgroup2",118,-1197865617,0,3,1,0,10922,9879,65535
3,4,196.46819107991848,31697,0,"T01","Sgroup2",118,-1197865617,1,3,1,0,32767,16820,65535
3,4,196.60402988453703,60625,0,"T01","Sgroup2",118,-1197865617,2,3,1,0,54612,16861,65535
5,5,198.49067994868312,58516,0,"T02","Sgroup2",118,-1197865617,0,3,1,0,10922,17423,65535
5,5,233.7408497471889,31700,0,"T02","Sgroup2",118,-1197865617,1,3,1,0,32767,27923,65535
5,5,246.96249339672477,60628,0,"T02","Sgroup2",118,-1197865617,2,3,1,0,54612,31862,65535
3,4,108.94272130405251,31699,0,"T01","Sgroup2",119,-1197865617,0,3,1,0,10922,27228,65535
3,4,156.96928533695572,60627,0,"T01","Sgroup2",119,-1197865617,1,3,1,0,32767,43793,65535
3,4,165.24035921817222,58515,0,"T01","Sgroup2",119,-1197865617,2,3,1,0,54612,46646,65535
5,5,89.2008150328277,31702,0,"T02","Sgroup2",119,-1197865617,0,3,1,0,10922,20419,65535
5,5,138.63859331371216,58518,0,"T02","Sgroup2",119,-1197865617,1,3,1,0,32767,37471,65535
5,5,179.9637763187684,60630,0,"T02","Sgroup2",119,-1197865617,2,3,1,0,54612,51724,65535
0,0,58.75782959776621,28312,0,"Control","Sgroup1",120,2081445078,0,6,1,0,5461,22823,65535
0,0,93.6155761829296,16088,0,"Control","Sgroup1",120,2081445078,1,6,1,0,16384,39140,65535
0,0,105.25243377858276,31709,0,"Control","Sgroup1",120,2081445078,2,6,1,0,27306,44587,65535
0,0,134.74454758131463,60637,0,"Control","Sgroup1",120,2081445078,3,6,1,0,38228,58392,65535
0,0,143.88348049203833,58525,0,"Control","Sgroup1",120,2081445078,4,6,1,0,49151,62670,65535
0,0,147.20398460493547,12184,0,"Control","Sgroup1",120,2081445078,5,6,1,0,60073,64225,65535
2,1,30.420345634291753,16089,0,"T01","Sgroup1",120,11286501,0,3,1,0,10922,9558,65535
2,1,69.4589087616029,12185,0,"T01","Sgroup1",120,11286501,1,3,1,0,32767,27832,65535
2,1,73.08882348501999,28313,0,"T01","Sgroup1",120,11286501,2,3,1,0,54612,29531,65535
0,0,-158.06354237416045,16090,0,"Control","Sgroup1",121,2081445078,0,6,1,0,5461,20294,65535
0,0,-78.93743868387291,31711,0,"Control","Sgroup1",121,2081445078,1,6,1,0,16384,46221,65535
0,0,-78.57520187155687,12186,0,"Control","Sgroup1",121,2081445078,2,6,1,0,27306,46340,65535
0,0,-73.20956908912535,60639,0,"Control","Sgroup1",121,2081445078,3,6,1,0,38228,48098,65535
0,0,-68.1533469172138,28314,0,"Control","Sgroup1",121,2081445078,4,6,1,0,49151,49755,65535
0,0,-47.279450607501325,58527,0,"Control","Sgroup1",121,2081445078,5,6,1,0,60073,56595,65535
2,1,-82.95977662063241,16091,0,"T01","Sgroup1",121,11286501,0,3,1,0,10922,44903,65535
2,1,-77.3451060297336,28315,0,"T01","Sgroup1",121,11286501,1,3,1,0,32767,46743,65535
2,1,-37.81601388574447,12187,0,"T01","Sgroup1",121,11286501,2,3,1,0,54612,59696,65535
4,2,41.521394611727416,28316,0,"T02","Sgroup1",120,11286501,0,3,1,0,10922,14755,65535
4,2,60.712399064221565,12188,0,"T02","Sgroup1",120,11286501,1,3,1,0,32767,23738,65535
4,2,74.71888914044223,16092,0,"T02","Sgroup1",120,11286501,2,3,1,0,54612,30294,65535
1,3,42.04211002943174,60632,0,"Control","Sgroup2",120,-571668846,0,6,1,0,5461,14998,65535
1,3,68.87027394158932,12189,0,"Control","Sgroup2",120,-571668846,1,6,1,0,16384,27557,65535
1,3,70.43242019470229,28317,0,"Control","Sgroup2",120,-571668846,2,6,1,0,27306,28288,65535
1,3,70.71164440419591,58520,0,"Control","Sgroup2",120,-571668846,3,6,1,0,38228,28419,65535
1,3,97.17002490378086,31704,0,"Control","Sgroup2",120,-571668846,4,6,1,0,49151,40804,65535
1,3,106.30141121424799,16093,0,"Control","Sgroup2",120,-571668846,5,6,1,0,60073,45078,65535
4,2,-92.52131914572486,28318,0,"T02","Sgroup1",121,11286501,0,3,1,0,10922,41770,65535
4,2,-84.22005886348201,16094,0,"T02","Sgroup1",121,11286501,1,3,1,0,32767,44491,65535
4,2,-44.98528412949966,12190,0,"T02","Sgroup1",121,11286501,2,3,1,0,54612,57347,65535
1,3,-213.03297864312128,28319,0,"Control","Sgroup2",121,-571668846,0,6,1,0,5461,2282,65535
1,3,-154.48645385253943,16095,0,"Control","Sgroup2",121,-571668846,1,6,1,0,16384,21466,65535
1,3,-57.16549694362689,58522,0,"Control","Sgroup2",121,-571668846,2,6,1,0,27306,53355,65535
1,3,-41.85344502301713,60634,0,"Control","Sgroup2",121,-571668846,3,6,1,0,38228,58373,65535
1,3,-37.114180061882124,31706,0,"Control","Sgroup2",121,-571668846,4,6,1,0,49151,59926,65535
1,3,-29.816617613765,12191,0,"Control","Sgroup2",121,-571668846,5,6,1,0,60073,62317,65535
0,0,513.9913968757074,28336,0,"Control","Sgroup1",122,2081445078,0,6,1,0,5461,35773,65535
0,0,602.0677684703041,60661,0,"Control","Sgroup1",122,2081445078,1,6,1,0,16384,42563,65535
0,0,636.6764772470002,12208,0,"Control","Sgroup1",122,2081445078,2,6,1,0,27306,45232,65535
0,0,752.8111085955777,16112,0,"Control","Sgroup1",122,2081445078,3,6,1,0,38228,54185,65535
0,0,825.3112972605841,58549,0,"Control","Sgroup1",122,2081445078,4,6,1,0,49151,59775,65535
0,0,880.0166025205644,31733,0,"Control","Sgroup1",122,2081445078,5,6,1,0,60073,63993,65535
2,1,83.91819485321862,16113,0,"T01","Sgroup1",122,11286501,0,3,1,0,10922,2615,65535
2,1,389.5479586446306,28337,0,"T01","Sgroup1",122,11286501,1,3,1,0,32767,26178,65535
2,1,419.7796392725078,12209,0,"T01","Sgroup1",122,11286501,2,3,1,0,54612,28509,65535
0,0,32.035318089200814,28338,0,"Control","Sgroup1",123,2081445078,0,6,1,0,5461,39336,24857
0,0,50.11697230397706,12210,0,"Control","Sgroup1",123,2081445078,1,6,1,0,16384,47508,24857
0,0,61.44441928911025,31735,0,"Control","Sgroup1",123,2081445078,2,6,1,0,27306,52628,24857
0,0,68.47785072824692,60663,0,"Control","Sgroup1",123,2081445078,3,6,1,0,38228,55806,24857
0,0,73.05109048373708,16114,0,"Control","Sgroup1",123,2081445078,4,6,1,0,49151,57873,24857
0,0,89.12534903026187,58551,0,"Control","Sgroup1",123,2081445078,5,6,1,0,60073,65138,24857
2,1,-49.50569768319372,16115,0,"T01","Sgroup1",123,11286501,0,3,1,0,10922,2483,24857
2,1,7.735265262999019,12211,0,"T01","Sgroup1",123,11286501,1,3,1,0,32767,28353,24857
2,1,12.014187608482379,28339,0,"T01","Sgroup1",123,11286501,2,3,1,0,54612,30287,24857
4,2,385.2313032978643,12212,0,"T02","Sgroup1",122,11286501,0,3,1,0,10922,25845,65535
4,2,424.79058184287976,16116,0,"T02","Sgroup1",122,11286501,1,3,1,0,32767,28895,65535
4,2,439.31778733680477,28340,0,"T02","Sgroup1",122,11286501,2,3,1,0,54612,30015,65535
1,3,370.4852463964984,58544,0,"Control","Sgroup2",122,-571668846,0,6,1,0,5461,24709,65535
1,3,386.7481699494378,60656,0,"Control","Sgroup2",122,-571668846,1,6,1,0,16384,25962,65535
1,3,418.5344502301713,12213,0,"Control","Sgroup2",122,-571668846,2,6,1,0,27306,28413,65535
1,3,530.6769300430157,16117,0,"Control","Sgroup2",122,-571668846,3,6,1,0,38228,37059,65535
1,3,560.6595728624254,31728,0,"Control","Sgroup2",122,-571668846,4,6,1,0,49151,39371,65535
1,3,578.4921892687345,28341,0,"Control","Sgroup2",122,-571668846,5,6,1,0,60073,40746,65535
4,2,16.96475737680175,28342,0,"T02","Sgroup1",123,11286501,0,3,1,0,10922,32525,24857
4,2,27.899781148592563,16118,0,"T02","Sgroup1",123,11286501,1,3,1,0,32767,37467,24857
4,2,46.25311297260584,12214,0,"T02","Sgroup1",123,11286501,2,3,1,0,54612,45762,24857
1,3,3.3582371141800618,28343,0,"Control","Sgroup2",123,-571668846,0,6,1,0,5461,26375,24857
1,3,17.10059618142027,60658,0,"Control","Sgroup2",123,-571668846,1,6,1,0,16384,32586,24857
1,3,29.726058410685987,58546,0,"Control","Sgroup2",123,-571668846,2,6,1,0,27306,38292,24857
1,3,30.948607652252658,31730,0,"Control","Sgroup2",123,-571668846,3,6,1,0,38228,38845,24857
1,3,42.03456342917516,16119,0,"Control","Sgroup2",123,-571668846,4,6,1,0,49151,43855,24857
1,3,48.26805524111388,12215,0,"Control","Sgroup2",123,-571668846,5,6,1,0,60073,46672,24857
3,4,35.197343596709686,31705,0,"T01","Sgroup2",120,-1197865617,0,3,1,0,10922,11794,65535
3,4,37.30284506829673,60633,0,"T01","Sgroup2",120,-1197865617,1,3,1,0,32767,12780,65535
3,4,55.01471587050034,58521,0,"T01","Sgroup2",120,-1197865617,2,3,1,0,54612,21071,65535
5,5,12.602822428495964,60636,0,"T02","Sgroup2",120,-1197865617,0,3,1,0,10922,1218,65535
5,5,26.760244509848313,58524,0,"T02","Sgroup2",120,-1197865617,1,3,1,0,32767,7845,65535
5,5,32.55603350690514,31708,0,"T02","Sgroup2",120,-1197865617,2,3,1,0,54612,10558,65535
3,4,-85.35204890196967,31707,0,"T01","Sgroup2",121,-1197865617,0,3,1,0,10922,44120,65535
3,4,-56.07123990642216,60635,0,"T01","Sgroup2",121,-1197865617,1,3,1,0,32767,53714,65535
3,4,-27.205493924986797,58523,0,"T01","Sgroup2",121,-1197865617,2,3,1,0,54612,63172,65535
5,5,-75.66221417251529,31710,0,"T02","Sgroup2",121,-1197865617,0,3,1,0,10922,47295,65535
5,5,-58.82574900007547,60638,0,"T02","Sgroup2",121,-1197865617,1,3,1,0,32767,52811,65535
5,5,-44.82680552411139,58526,0,"T02","Sgroup2",121,-1197865617,2,3,1,0,54612,57399,65535
3,4,80.90710135084144,31729,0,"T01","Sgroup2",122,-1197865617,0,3,1,0,10922,2382,65535
3,4,269.0513923477473,58545,0,"T01","Sgroup2",122,-1197865617,1,3,1,0,32767,16888,65535
3,4,287.8424269866425,60657,0,"T01","Sgroup2",122,-1197865617,2,3,1,0,54612,18337,65535
5,5,331.43913666893064,60660,0,"T02","Sgroup2",122,-1197865617,0,3,1,0,10922,21698,65535
5,5,352.3130329786431,58548,0,"T02","Sgroup2",122,-1197865617,1,3,1,0,32767,23307,65535
5,5,515.417704324202,31732,0,"T02","Sgroup2",122,-1197865617,2,3,1,0,54612,35883,65535
3,4,-52.11682137197192,31731,0,"T01","Sgroup2",123,-1197865617,0,3,1,0,10922,1303,24857
3,4,-31.90702588483888,60659,0,"T01","Sgroup2",123,-1197865617,1,3,1,0,32767,10437,24857
3,4,-21.46253112972606,58547,0,"T01","Sgroup2",123,-1197865617,2,3,1,0,54612,15157,24857
5,5,13.99894347596408,58550,0,"T02","Sgroup2",123,-1197865617,0,3,1,0,10922,31184,24857
5,5,24.217040223379367,60662,0,"T02","Sgroup2",123,-1197865617,1,3,1,0,32767,35802,24857
5,5,45.55127914874349,31734,0,"T02","Sgroup2",123,-1197865617,2,3,1,0,54612,45445,24857
0,0,-14.896988906497624,16120,0,"Control","Sgroup1",124,2081445078,0,6,1,0,5461,1204,17475
0,0,-2.143234472869972,31741,0,"Control","Sgroup1",124,2081445078,1,6,1,0,16384,15134,17475
0,0,2.754509093653309,28344,0,"Control","Sgroup1",124,2081445078,2,6,1,0,27306,20484,17475
0,0,11.961361406686288,60669,0,"Control","Sgroup1",124,2081445078,3,6,1,0,38228,30540,17475
0,0,16.474228360123764,12216,0,"Control","Sgroup1",124,2081445078,4,6,1,0,49151,35469,17475
0,0,42.4496264432873,58557,0,"Control","Sgroup1",124,2081445078,5,6,1,0,60073,63840,17475
2,1,-1.6300656554222324,28345,0,"T01","Sgroup1",124,11286501,0,3,1,0,10922,15695,17475
2,1,17.96090861067089,16121,0,"T01","Sgroup1",124,11286501,1,3,1,0,32767,37093,17475
2,1,21.394611727416798,12217,0,"T01","Sgroup1",124,11286501,2,3,1,0,54612,40843,17475
0,0,404.7543581616482,60671,0,"Control","Sgroup1",125,2081445078,0,6,1,0,5461,42574,4681
0,0,425.30375066032747,28346,0,"Control","Sgroup1",125,2081445078,1,6,1,0,16384,44497,4681
